error rates: 246
-13 456492489 5
-13 -756662440 2
-13 -2040618320 21
-13 916615235 2
-13 -176273759 2
-13 -1290419243 188
-13 -1391993947 2
-13 657637787 2
-13 86915461 2
-13 144104480 20
-13 1561651901 8
-13 1280812009 2
-14 1389609084 6
-14 1455395934 2
-14 -2133058847 7
-14 460756969 3
-14 2024397478 2
-14 763853286 4
-14 16163685 6
-14 1738502355 2
-14 -1122474263 2
-14 2119964377 7
-14 -1565074249 4
-14 1364568793 8
-14 -1085821941 10
-14 -327719333 20
-14 -249403419 2
-14 624063194 20
-14 1923906741 8
-14 2079038756 4
-14 1747366303 6
-14 708685561 2
-14 115695686 2
-14 -2004465339 2
-14 -804217197 2
-14 795730876 4
-14 613464903 2
-14 374689198 2
-14 -1546841083 4
-14 -1909395490 2
-14 1632073079 10
-14 -1568102771 118
-14 1504158078 354
-15 1091301347 20
-15 -1029030528 2
-15 -301108505 10
-15 548800894 13
-15 -831459968 2
-15 -100493983 5
-15 -1444396424 20
-15 -1648531521 2
-15 817206921 4
-15 -285582824 6
-15 -632031849 11
-15 888660115 2
-15 1788595803 4
-15 -340340479 2
-15 -804569321 2
-16 604441907 5
-16 1164352827 6
-16 -1173016455 4
-16 1688085945 2
-16 1262137826 16
-16 -1632164870 4
-16 140483535 4
-16 -492057779 9
-16 -9416510 4
-16 -416900338 12
-16 890169498 4
-16 -2132351730 6
-16 1848078292 2
-16 -201795482 2
-16 2008224561 4
-16 -140989453 4
-16 1777983330 4
-16 1200992239 4
-16 1280233972 2
-16 -2015288522 2
-16 -1366080332 4
-16 1466015115 4
-16 1548486089 6
-16 1869491846 6
-16 -1408936471 4
-16 -958638521 4
-16 1419183295 4
-16 74323331 6
-17 -906939927 544
-17 -1112134257 11
-17 -1499598362 12
-17 -53566706 4
-17 -524830637 15
-17 -1249131919 7
-17 -667677416 2
-17 -254430102 10
-17 -1460002719 4
-17 1260771556 118
-17 1367786259 8
-17 406282443 2
-17 -687714119 72
-17 -885374640 2
-17 -167219405 26
-18 760321418 6
-18 1023174074 48
-18 -1738113560 2
-18 668089060 5
-18 -1995605480 14
-18 -311295586 5
-18 1809214309 12
-18 -2041888482 7
-18 1670054624 4
-18 1349726809 5
-18 38570908 36
-18 964810285 2
-18 333615320 24
-18 1262428561 6
-18 156075921 2
-18 683578458 9
-18 -484546432 2
-18 -1033681054 6
-18 -448214556 101
-18 -182021133 4
-18 1769647719 2
-18 -1716645446 2
-18 1251974172 4
-18 -1166604040 2
-18 -1286198645 4
-18 1096920283 30
-18 -884166313 2
-18 1231860948 2
-18 1125478148 4
-18 -550393444 4
-18 452920637 2
-18 -1785165962 6
-18 1179629348 4
-18 -1985294721 2
-18 -1849084192 2
-18 1405042912 2
-18 -1220567095 2
-18 -911103706 2
-19 -593890523 20
-19 -650498837 25
-19 349926558 7
-19 23731341 2
-19 -1014157531 14
-19 -391219271 2
-19 1407928712 2
-19 -1384555804 2
-19 -708788044 7
-19 1899972005 3
-19 -1758170012 4
-19 239250351 2
-19 247854285 6
-19 1256032391 2
-19 -1839410642 20
-19 -996733815 2
-19 660216479 4
-19 1880595616 2
-20 -2137060545 16
-20 -1170732143 17
-20 899957589 6
-20 -1829456268 2
-20 410266217 2
-20 -2033596611 16
-20 -2118928931 16
-20 -873102300 16
-20 -1374919546 6
-20 -1422337572 2
-20 -704438011 6
-20 1906710727 8
-20 -5669391 7
-20 -212970956 2
-20 1892196541 24
-20 597284915 2
-20 -91186093 42
-20 -1192568234 20
-20 588350501 4
-20 974277158 4
-20 -934792235 2
-20 1361590115 4
-20 30294015 44
-21 1444654039 20
-21 471780535 2
-21 -833796482 17
-21 2059012941 3
-21 -1692874242 2
-21 -1083410170 20
-21 1775425697 9
-21 -1598561362 4
-21 20814976 5
-21 -1135022003 7
-21 1205752787 16
-21 1155564557 3
-21 1513067200 2
-21 1161826584 4
-21 -2053397903 9
-21 -194977154 14
-21 155641025 9
-21 -1281108010 40
-21 -100228906 16
-21 -1668609258 2
-22 143858838 4
-22 -269082304 20
-22 1735776355 7
-22 374300026 20
-22 1497441734 4
-22 1452631315 21
-22 -200258812 2
-22 223294907 4
-22 508646472 8
-22 -1851488650 2
-22 871942264 2
-22 -538387004 6
-22 -395300252 4
-22 1670932214 2
-22 126431751 2
-22 1086430834 6
-22 572192585 4
-22 321382767 18
-22 1861983705 2
-22 1762997067 206
-22 148443447 4
-22 193434134 2
-22 1625227603 4
-22 -1065820777 2
-22 1921686979 4
-22 -562000633 2
-23 1402509657 2
-23 -136664991 4
-23 -1423936422 2
-23 -170014369 9
-23 -1228024111 6
-23 1044233617 4
-23 2082711641 20
-23 765352536 2
-23 -1564695022 2
-23 719004551 3
-23 405379347 2
-23 593133165 2
-23 83725551 2
-23 482836185 2
-24 980444104 20
-24 -1794809230 4
-24 -256881510 2
-24 -1289335174 2
-24 139889924 20
-24 316640638 26
-24 368016688 2
-24 -1350873237 4
-24 -399047790 2
-24 291806506 11
-24 -1922456461 78
-24 -592847893 20
-24 -1659748959 2
-24 594210083 18
-24 -1513810745 20
-25 -747474937 7
-25 1563297869 5
-25 -1221010565 148
-25 -1277905518 6
-25 286943270 7
-25 -24366029 7
-25 -1917215777 6
-25 445746504 6
-25 -900431552 18
-25 1962424704 2
-25 -1068891759 2
-25 664111955 5
-26 -376331247 2
-26 111116697 11
-26 181132217 39
-26 1575185461 13
-26 -848330897 40
-26 135587341 5
-26 825896875 6
-26 597322803 2
-26 -1233211008 2
-26 1955472587 2
-27 -1264593192 21
-27 1991561195 12
-27 -1413254013 6
-27 -298219966 116
-27 -1836894326 2
-27 -1678246680 4
-27 -1593904057 2
-27 2097465812 8
-28 1957012353 12
-28 764753596 12
-28 -925821562 8
-28 -532297281 5
-28 -1561550049 2
-28 -1813642449 20
-28 769551144 3
-28 999690441 8
-28 1146300840 70
-28 1098946867 220
-28 620914744 4
-28 -2022772147 20
-28 136117363 2
-28 581202193 2
-28 -2090888273 2
-29 1063333925 720
-29 -664688888 948
-29 274617637 4
-29 1494393721 10
-29 -1037959396 20
-29 1842914952 5
-29 -1502372212 116
-30 436267658 67
-30 -854649049 60
-30 1618694118 6
-30 -782564234 102
-30 1498676756 2
-30 422816301 8
-30 773820058 3
-30 -1538673489 2
-30 71820579 4
-30 1338026246 8
-30 -248726951 20
-30 885969245 2
-30 -1409255928 2
-30 -608722398 8
-30 1365603557 2
-31 10916234 4
-31 -1126142332 19
-31 -957487655 6
-31 393503764 7
-31 157192332 8
-31 -464534364 16
-31 1976116586 20
-31 -2057341268 10
-31 1492524801 2
-31 -1554731219 100
-31 -594623251 22
-31 2051482329 3
-31 -1241405660 2
-32 -1114184911 6
-32 -496281266 7
-32 136554245 2
-32 -220770498 2
-32 559922644 8
-32 437727713 14
-32 -223712990 2
-32 1463547801 2
-32 -892988498 5
-32 177117145 8
-32 -1088771903 20
-32 1982948124 20
-32 -1998389178 4
-32 87004945 2
-32 -1569035990 2
-32 1849523352 66
-32 680245267 4
-32 24781247 2
-33 1621461809 14
-33 1530393638 2
-33 -1845701327 17
-33 378327270 20
-33 -861618475 4
-33 1780478694 2
-34 1233974629 47
-34 -679952600 18
-34 1063582340 3
-34 -900198127 28
-34 -1498277203 68
-34 -444693967 2
-34 -1826073224 2
-34 -435722899 5
-34 949778181 16
-34 -720427719 22
-34 -722589239 2
-34 1487015352 44
-34 4399533 20
-34 -1309412887 2
-35 500615928 2
-35 51036489 1110
-35 1397092739 9
-35 1101504233 3
-35 -1879448915 20
-35 219599436 180
-35 421563267 6
-35 -1264091073 22
-35 -1430209664 2
-36 -65999975 11
-36 748674816 12
-36 1597461969 12
-36 1096865025 10
-36 -613039930 4
-36 -530038971 28
-36 -1466790502 3
-36 -629724596 20
-36 211784382 4
-36 87475203 4
-36 -1111872387 12
-36 -1782019867 2
-36 1939260937 2
-36 2018523907 2
-36 1331883795 2
-37 -189899652 31
-37 484896877 2
-37 1048664848 2
-37 1233973424 29
-37 418662120 7
-37 -1380179165 6
-37 1402342684 3
-37 1361171148 20
-38 427791513 4
-38 -1870780461 20
-38 1865585164 110
-38 -1508213470 3
-38 582790525 493
-38 1306973745 2
-38 -2064209229 4
-38 -1163414605 3
-38 232493081 2
-39 -1516853536 21
-39 -2080971892 9
-39 -155250956 9
-39 26556549 33
-39 553048866 3
-39 -803566882 12
-39 -471040753 2
-39 292256398 20
-40 1541867615 19
-40 -611910057 4
-40 1287170495 14
-40 304012431 8
-40 1376342342 7
-40 645578509 35
-40 1773194509 652
-40 254031013 3
-40 1715307253 2
-40 -192557400 2
-40 883824222 2
-40 -1054889910 2
-41 526526977 14
-41 -1205515110 2
-41 1257548230 15
-41 997640356 2
-41 -2076117008 6
-41 -2020490976 21
-41 -1982541776 6
-41 -727254019 65
-41 169754009 5
-41 1884874446 6
-41 1141949585 32
-41 -1939720519 2
-41 1116354741 9
-41 1455223981 20
-42 1704729997 16
-42 1434763298 5
-42 -410561722 6
-42 106657398 4
-42 -1919430088 8
-42 1498544029 9
-42 -216967406 4
-43 1687942072 9
-43 1785871596 65
-43 75213664 17
-43 -663295780 4
-43 -164896308 2
-43 1477337070 2
-43 -1412431438 4
-43 1217060899 14
-43 -1009083388 2
-43 2042285936 4
-44 -1878643420 283
-44 2035775762 2
-44 -1374779647 2
-44 1899069277 2
-44 86961213 95
-44 138998737 6
-44 919957896 4
-44 269009832 2
-45 -143458435 2
-45 -2047870192 13
-45 -543196104 2
-45 2036882595 2
-45 1518610129 4
-45 1663449281 4
-45 851643273 4
-45 386041346 4
-45 -2082958426 2
-45 1928108048 6
-46 1363143894 961
-46 1502057288 204
-46 -1858049733 108
-46 2132163533 2
-46 1006135424 13
-46 -1131312602 12
-46 -612700338 12
-46 -27397507 18
-46 444518617 4
-46 -1595589831 2
-46 -1434555829 2
-46 936390209 12
-46 -2051506022 20
-46 186688632 2
-46 1424288656 20
-46 983133085 4
-46 -1652721648 124
-46 -28914928 20
-47 -159744429 2
-47 1821745709 23
-47 97814086 4
-47 750989166 3
-47 2103005608 6
-48 1223394319 5
-48 -1324030609 24
-48 2060021110 4
-49 -1380978562 4
-49 -1391315422 9
-49 1122148254 2
-49 -250350782 8
-49 1592598301 28
-49 1109066969 3
-49 136085626 10
-50 1067283865 20
-50 1389005093 5
-50 1207264352 24
-50 992453616 4
-50 -135536885 2
-50 899364528 2
-50 -183740684 2
-51 1472003125 27
-51 -1422226364 5
-51 634143439 31
-51 -572350241 29
-51 -1352706733 107
-52 -919775604 8
-52 -355235342 10
-52 -1878691483 14
-52 -1469891411 146
-52 -712944175 8
-52 137178059 2
-53 1667325101 5
-53 1657765831 9
-53 -1983676851 2
-53 125622109 2
-53 997792058 4
-53 -1299803779 2
-53 2046511277 2
-54 -219261049 256
-54 -1166800700 116
-54 -249433349 6
-54 -209944394 20
-54 -2132692628 2
-55 -1601231378 7
-55 255761334 2
-56 -2117157286 5
-56 1601398842 128
-56 181925493 4
-56 -888071327 2
-56 -223736122 4
-56 -1374660631 8
-56 1965275290 362
-56 -758792810 2
-57 163157893 13
-57 1548948445 4
-57 -968340480 2
-57 -854695979 12
-58 1766293141 64
-58 -618936914 50
-58 1686635652 6
-58 -277264623 4
-58 -1318929394 4
-58 -1799634866 2
-58 -1726177760 2
-58 -1176230704 4
-58 -348953904 20
-58 -448728258 2
-58 917828965 6
-59 -1707158128 8
-59 1901819341 8
-59 -1847853836 2
-59 -1955400172 2
-59 1100836658 2
-60 1028677814 4
-60 -2016933755 22
-60 -609332202 10
-60 -359212523 117
-60 -2041442827 8
-60 -2048041204 250
-60 -2092632610 180
-60 -1976961788 4
-60 -453495515 2
-60 -248856091 20
-61 470990112 26
-61 1515653318 7
-61 1017727593 9
-61 -1173318402 8
-61 2068806806 9
-61 322776566 2
-61 -1476907306 2
-61 1323135942 76
-61 1969640921 2
-61 1800879366 3
-62 960493485 19
-62 74265045 19
-62 1965333268 2
-63 785571526 3
-63 -1606539084 2
-63 -1800523750 4
-63 -1589459860 24
-63 679453917 4
-63 -946749076 2
-64 -1928110464 2
-64 696979967 34
-64 1240350038 8
-64 764667941 50
-64 -1594978024 128
-65 1186822347 2
-65 -1702854980 11
-65 1294380891 5
-65 -1914321102 12
-65 1454555189 140
-65 534799429 6
-65 -1199895651 102
-65 790866739 12
-65 872151299 2
-66 860166780 22
-66 308633833 28
-66 2020458986 30
-66 -470449751 2
-66 2021372449 9
-67 -1942969529 112
-67 1047748827 2
-67 1183393170 4
-67 2125678109 4
-67 -1117432353 32
-68 1062284795 34
-68 2013388195 20
-68 -814353549 18
-68 533745320 4
-68 -1451524132 2
-68 423470619 8
-68 108806452 2
-68 750274387 20
-69 -345954394 22
-69 -475043116 20
-69 -866623532 6
-69 89375024 3
-69 -821001458 4
-70 1322029133 7
-70 -1933418988 6
-70 -1470640022 2
-70 -1467136429 277
-70 669628548 2
-70 -1442545577 2
-70 1526329724 2
-71 1786928196 7
-71 -345681865 6
-71 -170655402 2
-71 563170690 3
-71 -1482623106 5
-71 387522912 5
-72 1674046214 32
-73 1848642207 4
-73 96892719 2
-73 -1384094430 4
-73 2054937451 2
-73 -1515783946 2
-74 -1296485213 18
-74 -1272507784 8
-74 -1688515326 105
-74 -405306840 4
-74 -1937966672 2
-74 2116423945 4
-75 -663369455 272
-75 1818119478 9
-75 -742020207 10
-76 1925405785 2
-76 253584433 6
-76 121757537 100
-77 -1373770312 2
-77 -692039440 32
-78 -540559626 66
-78 -630512971 8
-78 -1244633993 12
-78 -2137452371 23
-78 735044765 8
-78 -1372208898 8
-78 -516343514 6
-78 -887245562 2
-79 -1118571956 16
-79 -316204948 6
-79 -2056418162 2
-80 -1356061304 4
-80 -439469570 114
-80 -456257592 19
-80 16336447 20
-80 -844253280 4
-80 -503359096 5
-80 91004498 24
-80 2063783658 4
-81 -1396002403 312
-81 -1288391391 5
-81 -1625683230 4
-81 482687433 2
-82 -1983902069 28
-82 1230350344 12
-82 507235928 70
-83 -228396850 10
-83 -891380346 6
-83 302706580 4
-83 -118641641 19
-83 -1001324765 8
-83 -90448805 4
-83 -482636388 40
-83 -1809677215 4
-83 1441399532 16
-83 -1229285554 20
-84 691124935 88
-84 944838098 8
-84 1290680562 28
-84 1725827594 2
-85 1024934228 4
-85 342931469 34
-85 -1717333560 10
-86 -1478773893 70
-86 -168633778 6
-86 839066349 2
-86 -867054965 4
-86 -1001380672 2
-86 1721906507 20
-86 -212145928 2
-86 769764091 4
-86 1353802453 34
-86 -1350767205 10
-86 -1640405570 16
-87 -274761488 109
-87 -1879205326 14
-87 -1879118140 11
-87 -1358569120 5
-87 1531097685 4
-87 425484615 2
-87 -1798635787 20
-88 -2019452458 46
-88 -426673701 4
-88 111820450 4
-88 -918802133 8
-89 -1898132648 2
-89 -680074942 26
-89 1256616652 2
-90 77023848 62
-90 1198637705 6
-90 2127722674 20
-90 837155768 508
-90 1790376066 2
-91 -1283233961 8
-91 -1721277412 8
-91 1027176307 714
-91 -977844515 10
-91 -96870632 32
-91 414353739 20
-91 1421349787 28
-92 2076345324 151
-92 769438605 12
-92 1642487135 20
-92 1970829235 200
-92 1619869828 29
-92 -2007769416 20
-92 350540147 2
-92 1463165275 14
-93 553479769 37
-94 323169044 20
-94 -931530798 38
-94 323697223 2
-94 246926661 4
-94 2090871695 2
-94 2143813562 9
-94 1309428115 2
-94 160588890 20
-95 554664229 2
-95 501674333 2
-95 71621789 5
-96 -230619036 36
-96 -1877060737 764
-96 1091538420 20
-96 -736638320 3
-96 -1888678808 4
-96 1404704812 20
-96 1855624250 6
-96 274078245 14
-97 -1990465871 17
-97 -884251203 20
-98 -1117957796 18
-98 762953616 150
-98 -945456703 2
-99 -566033979 15
-99 -1637220979 14
-99 897418892 201
-100 -1680795402 8
-100 1901482291 8
-100 529135443 100
-100 1870673952 2
-100 325476430 32
-100 -1686790339 6
-100 270201177 4
-100 157712072 20
-101 -1772428672 20
-101 -177664404 70
-101 1711055872 56
-101 1210592687 6
-101 1297442807 6
-101 -1241161024 4
-101 1819549203 2
-103 -104160253 7
-103 -223485819 20
-103 439718373 4
-103 813295788 17
-103 871873263 4
-103 1740279493 6
-103 861921909 2
-103 2129944885 16
-104 -102126388 177
-104 1171826067 3
-104 180202927 5
-104 -36071516 20
-104 570534698 42
-104 1093779119 2
-104 -1378638996 2
-105 300119701 4
-105 29248347 2
-106 -1407386367 4
-106 1927640707 20
-106 -258600620 47
-107 84957460 8
-107 698276792 18
-107 897138288 3
-107 1255640979 18
-108 806310546 8
-108 -2034075701 43
-108 -597458832 2
-108 -828113921 6
-108 -2071473941 4
-108 192637497 18
-108 1647710667 4
-108 954385936 2
-109 -160247344 8
-109 2000120123 2
-109 1865121164 8
-109 -1443958163 156
-109 -472469012 3
-109 -1245958499 4
-109 1448995211 2
-110 -1283125804 9
-110 956944635 8
-111 2124023028 2
-111 1848187918 2
-112 2081331374 4
-112 376608021 48
-112 -40042092 4
-112 -1287524600 2
-112 404013484 4
-112 -1857236508 2
-113 -372899070 10
-113 -493765854 20
-113 -145962679 2
-113 -880261112 2
-113 -1586282375 2
-114 -1891759571 20
-114 776048507 2
-114 -777914040 2
-114 -1465939534 2
-114 110380939 8
-114 253457059 2
-114 -1663830221 2
-114 -1373299430 4
-115 -1031472454 4
-115 -956278487 596
-115 1182370641 4
-115 -2012826999 2
-115 -1472021806 6
-115 -1647441418 24
-116 -998192820 20
-116 -1045375086 22
-116 1398319488 12
-116 667567229 2
-117 210429560 27
-117 320986350 12
-117 -1821636987 14
-117 2023938222 264
-118 18554317 20
-118 -925708128 4
-118 -1869772110 2
-118 -1969529661 81
-119 -450501176 11
-119 1193508784 3
-119 -319496919 9
-119 -1763258103 2
-119 -603390681 4
-120 118062533 18
-120 -1122989431 4
-120 747268792 20
-120 -1509365423 2
-120 -768418310 2
-121 -1394917036 284
-121 -1347542879 2
-121 -749553844 8
-121 -249198080 2
-122 -314715797 20
-122 -1767880982 2
-122 -1994558898 2
-122 -697221085 6
-123 1680706631 2
-123 -1350559119 12
-123 -1956033728 8
-123 -1089714458 5
-123 1871567774 8
-123 -664516527 14
-124 -41163035 4
-124 2094722594 2
-124 87450309 4
-124 -1108757995 2
-125 -1086619590 9
-125 1901368747 35
-125 398410211 429
-125 407777723 2
-126 1596787159 2
-126 -1327034321 2
-126 -909702626 4
-126 -245153381 54
-126 864172592 4
-126 -1206312657 2
-127 -1838510914 13
-127 1492181532 22
-128 1456766585 4
-128 549210962 2
-128 -1051548836 4
-128 205934185 2
-128 298724192 2
-128 -2003925594 4
-129 693939145 6
-129 -175011496 4
-129 299227878 2
-129 753842839 414
-130 1457156287 14
-130 -920297451 2
-131 -1821190021 21
-131 1037547391 19
-131 1242395245 2
-131 1347984139 3
-131 1536316642 4
-132 1644953588 20
-132 -2020798239 42
-132 1035512078 24
-133 1973023134 20
-133 1107142445 5
-133 279887413 688
-133 -762047085 2
-134 -1228144399 9
-134 850607495 2
-135 760445749 20
-135 723805454 10
-135 196745118 6
-135 949855163 12
-136 -99624808 15
-136 -1199368704 8
-136 -1004807231 2
-136 -457561408 2
-136 921838127 2
-136 -1371571494 2
-137 -949560818 2
-138 -2053271928 2
-138 681129153 11
-138 652297382 2
-138 307888190 8
-138 1551886833 2
-139 -410339677 20
-139 -735766853 678
-139 -1227243101 3
-139 -904536056 20
-139 -101982133 260
-140 788946012 14
-140 2048420542 4
-140 -1711832640 9
-140 1373151644 168
-141 -1339947924 2
-141 11972477 2
-141 2103800261 130
-141 1129358437 4
-142 1830522164 24
-142 -1267881181 16
-142 1000262891 20
-142 465635340 2
-143 -1595530652 25
-143 -399093987 9
-143 1715782023 3
-143 -2074374075 4
-143 -647530504 10
-144 -2057157501 7
-144 -479326504 20
-144 974216828 2
-144 850735285 2
-145 -272732609 57
-145 1157953044 7
-145 -710497146 189
-146 2047904717 66
-146 928850973 4
-146 -905319684 4
-146 1135219602 53
-146 -1069813324 3
-146 -1049816567 2
-146 609220542 2
-146 1938671541 6
-146 -508115205 10
-147 -1672231770 23
-147 -875934969 8
-147 1747801202 2
-147 -304189956 5
-148 140051502 34
-148 -736678817 2
-148 -488079710 12
-148 460924567 16
-148 -1028169426 2
-148 -265935117 2
-148 1252823300 110
-148 1215392334 8
-148 -1252056734 2
-149 -1447777439 2
-149 670286984 2
-149 -1147588095 6
-150 -2104511006 14
-150 -1712004919 6
-151 1728392696 4
-151 1673501164 112
-152 -1895607697 76
-152 1985030749 106
-152 -1723307096 56
-153 1751159976 15
-153 691779685 4
-153 -219574390 2
-154 -674975546 3
-154 474704042 2
-154 -1988011146 2
-154 -1771273091 6
-155 -709238983 7
-155 -1841329071 20
-156 -492158191 16
-156 -740347607 3
-156 -1258722535 3
-157 -1504195432 3
-157 -1461808572 3
-157 -2050079407 3
-157 438671323 2
-158 1607995948 26
-158 -567352372 184
-158 -704123144 8
-158 -175587973 36
-159 -1762300177 11
-160 254849791 126
-160 305403431 66
-160 -1459583888 212
-160 1448133651 8
-160 1677980812 41
-160 -2052483944 32
-160 1407406204 36
-160 1565594586 8
-161 -906354036 6
-162 463685717 2
-162 -317294227 2
-162 2092455638 36
-163 -819164303 13
-163 -284762875 15
-163 -1595446279 20
-163 -846098947 2
-163 -1327548443 2
-164 850878708 15
-164 1664533564 140
-164 690127341 12
-164 1903445453 86
-164 478929455 6
-165 -438059932 7
-166 -557475649 36
-166 470953130 10
-166 877754486 328
-166 1218335262 4
-167 -1133469836 14
-167 538907892 27
-167 -1771887085 571
-167 447332958 20
-167 1132473020 2
-168 960089011 8
-168 -684426244 9
-168 2094875273 20
-168 -1513210355 2
-168 668948893 33
-168 -1257828123 6
-168 -919366508 128
-169 -128267359 2
-169 -105073427 4
-169 -674889447 2
-169 -514661783 2
-169 2130137727 3
-170 -861601859 9
-170 75245817 11
-170 1840574506 8
-171 1786410425 147
-171 278587428 4
-171 365721457 166
-171 2054261631 33
-172 -1984292519 570
-173 1599619748 4
-173 -1899270186 36
-173 1362852975 11
-173 -2139593178 20
-174 1180256952 18
-174 -68168740 20
-174 -1794749252 6
-174 1420925990 2
-175 -1286315559 30
-175 -294997499 4
-175 272537115 112
-177 368482140 2
-177 494948020 2
-178 1200357036 227
-178 751829036 10
-178 1444143532 3
-178 40949892 34
-178 1352472788 188
-178 -227083678 7
-178 2058848207 4
-179 1413854456 4
-179 427479798 96
-179 -658720636 2
-179 -2120739781 2
-180 693811266 291
-180 34704466 130
-180 935381366 4
-180 -1918013772 2
-180 -398618759 162
-180 2140307698 2
-181 142072681 10
-181 -1543153509 19
-181 975208265 6
-181 1915499540 4
-181 2782589 18
-181 1101698775 20
-181 2110134801 2
-181 220043601 20
-182 -1465831038 4
-182 -694921358 2
-182 -971210623 10
-182 -1529508870 6
-183 -1430777111 3
-183 -475516658 7
-183 -965029815 2
-184 1967693757 20
-184 -788753098 4
-184 -2138695014 4
-184 1975217450 2
-185 -2065350416 2
-185 1163798401 8
-186 -2046165955 6
-186 1045920901 56
-186 1405266464 14
-186 887344575 32
-186 639457592 116
-186 -999293004 34
-186 1693183527 2
-186 1682768183 4
-187 953956030 8
-187 1720902158 35
-187 998646152 123
-187 -968340264 15
-187 -1867815472 20
-188 1151055639 8
-188 1226265726 6
-188 -1727430454 8
-188 -503613743 6
-189 1313293232 7
-189 1279571092 918
-189 1484508220 2
-190 1056123521 3
-190 -640991882 44
-191 12797187 8
-191 808627979 4
-191 -1725100498 20
-191 108573958 4
-191 977108068 6
-191 1763558124 4
-192 472799692 578
-192 -1781127882 24
-192 1391377300 2
-192 -1779378124 8
-193 -1534143131 14
-193 -1124905579 6
-193 -50794443 5
-193 882652792 3
-194 1181193272 3
-194 1303857979 2
-194 -1175952177 31
-194 -17908961 12
-194 -2062327390 4
-194 967669104 2
-194 -1280674633 338
-194 1956922252 2
-194 1329586116 144
-195 1054595474 4
-195 310103095 2
-196 709804731 4
-196 -665990336 6
-196 1232955758 7
-196 1780953678 204
-196 1227574873 11
-197 1561106717 5
-197 458548829 2
-197 678058486 4
-197 -1876803033 20
-197 467812229 8
-198 299240124 13
-198 -695168070 29
-198 83523150 9
-198 1335982284 103
-198 -105504986 2
-199 -1792538992 43
-199 1692906441 868
-199 341066017 6
-199 -1175995280 12
-199 -874313923 7
-199 1881732217 4
-200 1810948490 67
-200 2089298597 164
-200 1066254271 174
-200 1917059589 4
-200 991502593 2
-200 610137089 2
-201 -1914212014 11
-201 -215910357 558
-201 -419114733 20
-201 1807692776 20
-201 -2032754173 3
-201 -982877566 20
-201 -1150104469 2
-202 1981316154 260
-202 -2088889545 6
-202 -1189296344 2
-202 1865237674 8
-202 -66482161 10
-204 -681363506 5
-204 -645193222 5
-204 1811605601 8
-204 -880591254 4
-206 -351229385 6
-207 2014512692 6
-207 102603245 2
-208 393843244 36
-208 -137503692 2
-209 393671962 4
-212 278637051 20
-212 -2112479099 3
-213 385823636 13
-213 278972854 4
-213 1068933718 244
-214 1154095307 8
-215 -909573169 4
-215 -262954065 2
-215 1751468804 738
-215 -171012865 4
-216 282387852 9
-216 316744766 20
-216 2051219460 8
-216 -1010279366 31
-216 -1847768878 4
-217 -2141453760 2
-217 1476964571 6
-217 -1011876359 20
-218 1606735324 78
-218 -889452536 2
-219 1002107340 4
-219 429761284 2
-221 -799765159 96
-221 1639737984 10
-221 1282064408 140
-221 -1738640831 2
-221 -1514705762 4
-221 803230912 4
-222 -980398841 6
-222 -1734876668 12
-222 628078791 2
-222 -446308816 29
-223 -599362651 6
-224 -1170746363 11
-224 -766040768 2
-225 -1445099855 10
-225 990976101 4
-225 -652484751 36
-225 695917496 2
-226 1506848544 7
-226 1001378963 7
-227 -1422503052 4
-227 -853588324 7
-227 -1856062708 20
-227 1823667233 3
-228 1812733806 6
-228 -1886428747 3
-228 1942349705 420
-229 -1129793447 5
-230 -98225169 7
-230 -125378934 156
-231 -775917423 3
-231 1101840218 4
-232 -1505123440 30
-233 177289030 79
-233 -13988017 17
-234 1022675408 2
-235 1306542991 12
-236 -173211268 4
-236 -61967068 20
-238 929943367 9
-238 1043967894 20
-238 -394403689 6
-240 626534405 9
-240 1945523482 5
-240 59700923 450
-240 2120093906 6
-240 -218170242 10
-240 1260601179 6
-240 -1742243768 78
-240 -1435189809 2
-241 -1402452678 3
-243 -949713257 16
-243 -628685035 109
-244 -1493874438 2
-244 -844343448 20
-245 250041637 8
-245 151196986 224
-245 985993965 14
-246 -1766177347 48
-246 1879551790 2
-246 1273857246 93
-246 1298821998 14
-247 -2053671469 484
-247 90502826 54
-247 1041775158 8
-248 -1680395548 152
-249 1379994468 5
-249 432619100 24
-250 -2064855563 16
-250 -2102795427 290
-250 -507204219 4
-250 738162285 3
-250 1122316843 2
-250 635047015 8
-252 -1188308191 118
-252 198558966 20
-252 964069246 4
-253 -1195541201 2
-253 1161119137 10
-253 2114159653 2
-254 1470475496 7
-254 -1790657575 8
-254 -1279336935 8
-254 1174392556 2
-256 -1199604615 6
-256 -645079991 10
-257 886793118 4
-259 1924230107 7
-259 -2068460456 12
-259 1303872060 6
-260 302971244 2
-260 903554262 3
-260 -583511114 174
-260 1399004035 4
-261 -1393174095 4
-262 -1583530507 9
-262 2071374800 8
-262 -572924113 2
-262 736399588 10
-264 323099558 2
-265 1207706961 6
-266 2012244346 4
-266 1497634506 2
-266 1607598306 2
-266 470942439 2
-267 -1023790306 8
-268 -300987217 16
-268 1017611642 6
-268 744377496 6
-268 -58117184 2
-269 -1103306821 124
-269 501067772 134
-271 -229570451 150
-271 -898879331 2
-272 2146327667 13
-272 -896088647 4
-272 -928052871 20
-273 202843992 5
-273 754913120 3
-274 377126199 20
-274 1362108499 6
-274 1364717618 2
-274 1830876283 8
-275 -821216519 17
-276 -378885796 2
-277 -1708815335 4
-278 11239395 6
-278 308695507 12
